"Y","S","D","G.id","Ng","x_1","x_2"
2.17110413779558,2,0,1,20,0.0205730115035316,1.66536023985548
2.8852629707526,2,0,1,20,0.0205730115035316,1.66536023985548
-0.361097250652487,2,0,1,20,0.0205730115035316,1.66536023985548
2.64859965261918,2,0,1,20,0.0205730115035316,1.66536023985548
0.98313559575169,2,0,1,20,0.0205730115035316,1.66536023985548
1.87576526042536,2,0,1,20,0.0205730115035316,1.66536023985548
1.57368986299549,2,0,1,20,0.0205730115035316,1.66536023985548
0.946131461342883,2,0,1,20,0.0205730115035316,1.66536023985548
1.52140346032324,2,0,1,20,0.0205730115035316,1.66536023985548
1.61497797400148,2,0,1,20,0.0205730115035316,1.66536023985548
0.498122972873703,2,0,1,20,0.0205730115035316,1.66536023985548
1.46332834213424,2,0,1,20,0.0205730115035316,1.66536023985548
0.51682742157076,2,0,1,20,0.0205730115035316,1.66536023985548
0.810093374501666,2,0,1,20,0.0205730115035316,1.66536023985548
3.45163791605729,2,0,1,20,0.0205730115035316,1.66536023985548
1.68056765699583,2,0,1,20,0.0205730115035316,1.66536023985548
0.929536896352549,2,0,1,20,0.0205730115035316,1.66536023985548
1.24214042343981,2,0,1,20,0.0205730115035316,1.66536023985548
2.44255494212441,2,0,1,20,0.0205730115035316,1.66536023985548
1.69495477534033,2,0,1,20,0.0205730115035316,1.66536023985548
-2.0394842276832,3,1,2,40,-0.809725029841719,0.118591157689262
0.423536957112004,3,1,2,40,-0.809725029841719,0.118591157689262
0.153250567287623,3,1,2,40,-0.809725029841719,0.118591157689262
-1.94383918856638,3,1,2,40,-0.809725029841719,0.118591157689262
2.44403486771433,3,1,2,40,-0.809725029841719,0.118591157689262
-3.36964388612967,3,1,2,40,-0.809725029841719,0.118591157689262
-1.12317857182191,3,1,2,40,-0.809725029841719,0.118591157689262
1.38179637000031,3,1,2,40,-0.809725029841719,0.118591157689262
1.11624359903554,3,1,2,40,-0.809725029841719,0.118591157689262
0.651552453282662,3,1,2,40,-0.809725029841719,0.118591157689262
-1.89513426517686,3,1,2,40,-0.809725029841719,0.118591157689262
0.534002664352788,3,1,2,40,-0.809725029841719,0.118591157689262
2.26063013007807,3,1,2,40,-0.809725029841719,0.118591157689262
0.943753253370632,3,1,2,40,-0.809725029841719,0.118591157689262
1.43860048729044,3,1,2,40,-0.809725029841719,0.118591157689262
-1.23159785628886,3,1,2,40,-0.809725029841719,0.118591157689262
2.6245287076729,3,1,2,40,-0.809725029841719,0.118591157689262
0.174396113825614,3,1,2,40,-0.809725029841719,0.118591157689262
-0.994676752780699,3,1,2,40,-0.809725029841719,0.118591157689262
1.76022438091266,3,1,2,40,-0.809725029841719,0.118591157689262
-0.857008557333335,3,1,2,40,-0.809725029841719,0.118591157689262
1.21778208983384,3,1,2,40,-0.809725029841719,0.118591157689262
-0.462015588531537,3,1,2,40,-0.809725029841719,0.118591157689262
-0.87090316436334,3,1,2,40,-0.809725029841719,0.118591157689262
0.319391645746989,3,1,2,40,-0.809725029841719,0.118591157689262
-0.00555483422599377,3,1,2,40,-0.809725029841719,0.118591157689262
0.312211231787264,3,1,2,40,-0.809725029841719,0.118591157689262
0.868500100286639,3,1,2,40,-0.809725029841719,0.118591157689262
